ID,Name,Works_for,Work_History,Founder,Country,City,Gender,Main Category,Subcategory,Role,Community,PhD,PhD Type,PhD of,LinkedIn,h-index,Associated With,Other companies founded,Still_Active_in_Prev_Co,Prev. Co-founders,Senior_Role_Big_Tech,Highly_Cited_Professor,Career-long Citations,Specialisation,Other Notable Facts
P13408,Kenji Koyano,National Institutes for Quantum Science and Technology (QST),,,United States,Bethesda,,,,Sector Leader / Senior Scientist,,,,,https://www.linkedin.com/in/kenji-koyano-5b0584a4/,,,,,,,,,,
P13409,Dickson Banda,First Quantum Minerals,,,Zambia,Zambia,,,,Mechanical Technologist,,,,,https://www.linkedin.com/in/dickson-banda-98087267/,,,,,,,,,,
P13410,Jacky He,Archer Materials Limited,,,Sydney,Sydney,,,,Process Engineer,,,,,https://www.linkedin.com/in/jacky-he-bb180649/,,,,,,,,,,
P13411,Maykol José yance carbono,First Quantum Minerals,,,Panama,Penonomé,,,,TMF Fleet Mobile Maintenance Acting Coordinator,,,,,https://www.linkedin.com/in/maykol-josã©-yance-carbono-60bb2285/,,,,,,,,,,
P13412,Lauren Perry,Quantum Radiology,,,United States,Smyrna,,,,IR scheduler,,,,,https://www.linkedin.com/in/lauren-perry-738983b2/,,,,,,,,,,
P13413,peter szelesi,Quantum Profile Systems Ltd.,,,United Kingdom,United Kingdom,,,,lean production manager,,,,,https://www.linkedin.com/in/peter-szelesi-2b5a9b139/,,,,,,,,,,
P13414,Cynthia Chimbalanga,First Quantum Minerals,,,Zambia,Solwezi,,,,Regional  ICT Officer (Africa),,,,,https://www.linkedin.com/in/cynthia-chimbalanga-1a142789/,,,,,,,,,,
P13415,Iva Douchová,Quantum reality,,,Czechia,Kladno,,,,Realitní makléř,,,,,https://www.linkedin.com/in/iva-prop%c3%adlkov%c3%a1-301264b9/,,,,,,,,,,
P13416,Bimal Kumar Gourisaira,Quantum Business Advisory,,,India,Baduria,,,,Manager Accounts and Finance,,,,,https://www.linkedin.com/in/bimal-kumar-gourisaira-2516b218/,,,,,,,,,,
P13417,Mark Flynn,Quantum Services,,,United States,Columbus,,,,Software Engineer,,,,,https://www.linkedin.com/in/mark-flynn-557a4544/,,,,,,,,,,
P13418,Tiffany Duneau,Cambridge Quantum,,,United Kingdom,Kingston Upon Thames,,,,Software Developer,,,,,https://www.linkedin.com/in/tiffany-duneau/,,,,,,,,,,
P13419,Mohamed Horma Tolba,First Quantum Minerals,,,Mauritania,Mauritania,,,,Mining Engineer,,,,,https://www.linkedin.com/in/mohamed-horma-tolba-049583112/,,,,,,,,,,
P13420,Justin Mpesa,First Quantum Minerals,,,Zambia,Solwezi,,,,Safety Superintendant,,,,,https://www.linkedin.com/in/justin-mpesa-7a72bb303/,,,,,,,,,,
P13421,Christopher Radford,Quantum Plastics,,,United States,Fort Smith,,,,IQMS DBA & Systems Administrator,,,,,https://www.linkedin.com/in/christopher-radford/,,,,,,,,,,
P13422,Shawn Wise,Quantum Services,,,United States,Palm Coast,,,,Director of Operations,,,,,https://www.linkedin.com/in/shawn-wise-1290a31ab/,,,,,,,,,,
P13423,Ibiyemi Babarinde,Quantum Analytics NG,,,Nigeria,Nigeria,,,,Data Analyst,,,,,https://www.linkedin.com/in/yemi-babs-a0b49255/,,,,,,,,,,
P13424,Mary Kramer,Imagine Miracles,,,United States,Colorado Springs,,,,Co-Founder / Your Self-Discovery Guide,,,,,https://www.linkedin.com/in/mary-kramer/,,,,,,,,,,
P13425,Charles Alexander,Quantum,,,United States,Mesa,,,,IT Manager,,,,,https://www.linkedin.com/in/charles-alexander-979b3ab/,,,,,,,,,,
P13426,Haydn Searle,First Quantum Minerals,,,Australia,Monjingup,,,,Maintenance Supervisor,,,,,https://www.linkedin.com/in/haydn-searle-670217145/,,,,,,,,,,
P13427,Allan Künnapas,Quantum Eesti AS,,,Estonia,Estonia,,,,Sales Manager,,,,,https://www.linkedin.com/in/allan-k%25c3%25bcnnapas-bba53a104/,,,,,,,,,,
P13428,Michael Joseph,Quantum Dynamics,,,United States,United States,,,,Law Enforcement & Emergency Management Specialist,,,,,https://www.linkedin.com/in/michael-joseph-98361911b/,,,,,,,,,,
P13429,mike bellinder,Quantum Marine Stabilizers,,,United States,Fort Lauderdale,,,,service manager,,,,,https://www.linkedin.com/in/mike-bellinder-b6182635/,,,,,,,,,,
P13430,Braden Feshami,Quantum Ventura Inc.,,,United States,Bloomington,,,,Systems Engineer,,,,,https://www.linkedin.com/in/braden-feshami-79b672220/,,,,,,,,,,
P13431,Michelle Cornacchia,Quantum Passivhaus,,,Canada,Minden,,,,Executive Assistant to the President and General Manager,,,,,https://www.linkedin.com/in/michelle-cornacchia-b9535120/,,,,,,,,,,
P13432,Abdi Vladimir Luna Silva,Quantum Energía,,,Mexico,Mexico,,,,Jefe de turno,,,,,https://www.linkedin.com/in/abdi-vladimir-luna-silva-81b937141/,,,,,,,,,,
P13433,Edem Bassey,Quantum Plastics,,,Nigeria,Ibadan,,,,Mechanical Supervisor,,,,,https://www.linkedin.com/in/edem-bassey-b31360195/,,,,,,,,,,
P13434,Agnieszka (Agnes) Piorek,Quantum Plastics,,,United States,Schaumburg,,,,APQP Quality Engineer,,,,,https://www.linkedin.com/in/agnieszka-agnes-piorek-0622b329/,,,,,,,,,,
P13435,Shih-Hsiang Chao,Quantum Machines,,,Taiwan,Taiwan,,,,Quantum Physicist Intern,,,,,https://www.linkedin.com/in/shih-hsiang-chao-93b556218/,,,,,,,,,,
P13436,jane fulayi,First Quantum Minerals,,,Zambia,Zambia,,,,Occupational Health and Safety Officer,,,,,https://www.linkedin.com/in/jane-fulayi-69459589/,,,,,,,,,,
P13437,Philippe Schoeb,Quandela,,,Canada,Montreal,,,,Intern,,,,,https://www.linkedin.com/in/philippe-schoeb/,,,,,,,,,,
P13438,Debbie Donahue,Quantum,,,United States,Irvine,,,,Eng. Project Manager,,,,,https://www.linkedin.com/in/debbie-donahue-a04b792/,,,,,,,,,,
P13439,郭逸洋,Origin Quantum,,,中国 浙江省 宁波市,中国 浙江省 宁波市,,,,Quantum Software Development Intern,,,,,https://www.linkedin.com/in/逸洋-郭-60a525143/,,,,,,,,,,
P13440,Rabah ABBAD,Quantum,,,France,Vitry-sur-Seine,,,,PS,,,,,https://www.linkedin.com/in/rabah-abbad-84a599229/,,,,,,,,,,
P13441,Kevin ZHAO,Quantum,,,中国 北京市 朝阳区,中国 北京市 朝阳区,,,,媒体娱乐行业 销售经理,,,,,https://www.linkedin.com/in/kevin-zhao-52a3b448/,,,,,,,,,,
P13442,Davies Chinguwe,First Quantum Minerals,,,Zambia,Solwezi,,,,Excavator Operator,,,,,https://www.linkedin.com/in/davies-chinguwe-048965243/,,,,,,,,,,
P13443,Ken Tanizawa,CUbIQ Technologies,,,Japan,Japan,,,,Lead Quantum Technology,,,,,https://www.linkedin.com/in/ken-tanizawa-42aa22146/,,,,,,,,,,
P13444,Shari Rose,Sutton Group Quantum Realty Inc.,,,Canada,Mississauga,,,,Sales Representative,,,,,https://www.linkedin.com/in/shari-rose-21840b124/,,,,,,,,,,
P13445,Tara Drakeford,Quantum Health,,,United States,Fallbrook,,,,Workforce Management Queue Performance Analyst,,,,,https://www.linkedin.com/in/tara-drakeford-76a664140/,,,,,,,,,,
P13446,Dakota Bullock,Quantum Health,,,United States,Columbus,,,,Care Coordinator,,,,,https://www.linkedin.com/in/dakota-bullock-8b7022198/,,,,,,,,,,
P13447,Igor Lykhovyi,TechNovator,,,Poland,Wielkopolskie,,,,COO/Head of R&D & Co-founder at TechNovator,,,,,https://www.linkedin.com/in/igor-lykhovyi-b08a6b117/,,,,,,,,,,
P13448,Liam Colman,Quantum Design UK and Ireland,,,United Kingdom,Warnham,,,,Field Services Engineer,,,,,https://www.linkedin.com/in/liam-colman-26824b179/,,,,,,,,,,
P13449,John Simpson,Quantum North America,,,Dallas,Dallas,,,,Sheet Metal / HVAC Superintendent,,,,,https://www.linkedin.com/in/john-simpson-8a580316b/,,,,,,,,,,
P13450,Rhuan Magalhães Bastos,Quantum,,,Rio de Janeiro,Praça Unidos do Brasil,,,,Estagiário Infra/DevOps,,,,,https://www.linkedin.com/in/rhuan-magalhaes-bastos/,,,,,,,,,,
P13451,Steven Levitt,Quantum Insulation Ltd,,,United Kingdom,Totton,,,,Area Sales Manager,,,,,https://www.linkedin.com/in/steven-levitt-b35a33170/,,,,,,,,,,
P13452,Sunil Gulati,Quantum Dot Corporation,,,United States,Fremont,,,,Tax,,,,,https://www.linkedin.com/in/sunil-gulati-9364a527/,,,,,,,,,,
P13453,Bill Oberholtzer,Quantum Research International,,,United States,Aberdeen,,,,Subject Matter Expert,,,,,https://www.linkedin.com/in/bill-oberholtzer-8037587/,,,,,,,,,,
P13454,Eric Hermes,Quantum-Si,,,United States,Branford,,,,Staff Computational Scientist,,,,,https://www.linkedin.com/in/erichermes/,,,,,,,,,,
P13455,Eric Smith,Quantum Ink,,,United States,Louisville,,,,Customer Retention Specialist,,,,,https://www.linkedin.com/in/eric-smith-86676810b/,,,,,,,,,,
P13456,Haochen Yan,Max Planck Institute for the Science of Light,,,Germany,Erlangen,,,,Doctoral Researcher,,,,,https://www.linkedin.com/in/haochen-yan-984542235/,,,,,,,,,,
P13457,Viswa Keerthy S,"Quantum Research Park (QuRP), IISc",,,India,Bengaluru,,,,Project Coordinator,,,,,https://www.linkedin.com/in/viswa-keerthy-s-4aba8882/,,,,,,,,,,
P13458,Robert Dunkel,Quantum,,,United States,Broomfield,,,,Supply chain,,,,,https://www.linkedin.com/in/robert-dunkel-6329b77/,,,,,,,,,,
P13459,deva sena,Teamware Solutions,,,India,Virudhunagar,,,,Executive Administrator,,,,,https://www.linkedin.com/in/deva-sena-55b13a97/,,,,,,,,,,
P13460,owen chewetu,First Quantum Minerals,,,Zambia,Zambia,,,,Maint Planner,,,,,https://www.linkedin.com/in/owen-chewetu-4980b8a3/,,,,,,,,,,
P13461,Cecília Ocsovainé Steinbach,Quantum Design Europe,,,Hungary,Hungary,,,,Regional Sales Manager,,,,,https://www.linkedin.com/in/cecilia-steinbach/,,,,,,,,,,
P13462,Alok Singh,Quantum Global Securities Ltd.,,,United States,United States,,,,Cluster Head,,,,,https://www.linkedin.com/in/alok-singh-6b0bb7a5/,,,,,,,,,,
P13463,Anne Marin,VeriQloud,,,France,Paris,,,,Engineer,,,,,https://www.linkedin.com/in/anne-marin/,,,,,,,,,,
P13464,William Train,01 Quantum Inc.,,,Canada,Gravenhurst,,,,Chairman,,,,,https://www.linkedin.com/in/william-train-79840045/,,,,,,,,,,
P13465,Anthony Achariya CHHIM,Quantum Imagination Studios,,,United States,New York,,,,Executive VP & COO,,,,,https://www.linkedin.com/in/anthony-achariya-chhim-8550a8bb/,,,,,,,,,,
P13466,Laura Mendez,Quantum Graphics,,,United States,Chaska,,,,Purchasing Agent,,,,,https://www.linkedin.com/in/laura-mendez-8964831a2/,,,,,,,,,,
P13467,Amin Nematollahi,Quantum Safety,,,Sydney,Sydney,,,,,,,,,https://www.linkedin.com/in/amin-nematollahi-094324114/,,,,,,,,,,
P13468,Tharanga Edirisuriya,Quantum United Management,,,Melbourne,Melbourne,,,,Operations Manager,,,,,https://www.linkedin.com/in/tharanga-edirisuriya-626004169/,,,,,,,,,,
P13469,Martin Valášek,"QUANTUM, a.s.",,,Czechia,South Moravia,,,,Projektant TZB,,,,,https://www.linkedin.com/in/martin-valášek-600b21152/,,,,,,,,,,
P13470,Randy Seleli,First Quantum Minerals,,,Zambia,Zambia,,,,Process Associate,,,,,https://www.linkedin.com/in/randy-seleli-401616137/,,,,,,,,,,
P13471,Donald Faint,Quantum Research International,,,United States,Huntsville,,,,Senior Member Corporate Staff,,,,,https://www.linkedin.com/in/donald-faint-64454a7/,,,,,,,,,,
P13472,Darrell John Weedon,First Quantum Minerals,,,Perth,Perth,,,,Production Supervisor Utilities,,,,,https://www.linkedin.com/in/darrell-john-weedon-01364a72/,,,,,,,,,,
P13473,Bruce Wernick,"Quantum Corporate Funding, Ltd.",,,United States,Queens County,,,,New Business Development,,,,,https://www.linkedin.com/in/bruce-wernick-1361aa4/,,,,,,,,,,
P13474,Stephen Reaves,Quantum Research International,,,United States,Woodbridge,,,,Vice President,,,,,https://www.linkedin.com/in/stephen-reaves-75b69810/,,,,,,,,,,
P13475,Jessica Marino,Quantum Capital Group,,,United States,Missouri City,,,,Accounting Manager of Special Projects and Reporting,,,,,https://www.linkedin.com/in/jessica-marino-71049896/,,,,,,,,,,
P13476,Wendy Asrina,Taylor's International School (TIS),,,Malaysia,Selangor,,,,Quantum Learning Site Facilitator and IGCSE English Language Teacher,,,,,https://www.linkedin.com/in/wendy-asrina/,,,,,,,,,,
P13477,Ryosuke Noro,Xanadu,,,Canada,Toronto,,,,Scientist,,,,,https://www.linkedin.com/in/ryosukenoro/,,,,,,,,,,
P13478,Goodson Chondo,First Quantum Minerals,,,Zambia,Zambia,,,,warehouse officer,,,,,https://www.linkedin.com/in/goodson-chondo-b24aa587/,,,,,,,,,,
P13479,Xiaoxin X.,Kipu Quantum,,,Germany,Germany,,,,Operations Manager,,,,,https://www.linkedin.com/in/xiaoxin-x/,,,,,,,,,,
P13480,Daniel Emanuel Kohl,Leap Berlin,,,Berlin Metropolitan Area,Berlin Metropolitan Area,,,,Studentische Hilfskraft,,,,,https://www.linkedin.com/in/daniel-emanuel-kohl-95b953298/,,,,,,,,,,
P13481,Patrick Guerin,Key Management Solutions,,,United States,Chapel Hill,,,,"Owner, Director of R&D, Information System Security Engineer (ISSE)",,,,,https://www.linkedin.com/in/patrick-guerin-cybersecurity/,,,,,,,,,,
P13482,Tina Worthey,Open Heart Open Mind Therapy,,,United States,Mukilteo,,,,Holistic Hypnotherapist,,,,,https://www.linkedin.com/in/tina-worthey-b0a148201/,,,,,,,,,,
P13483,Siphesihle Ntozimbi,Quantum Foods Holdings Limited,,,South Africa,City of Cape Town,,,,Clerk General III,,,,,https://www.linkedin.com/in/siphesihle-ntozimbi-48517a93/,,,,,,,,,,
P13484,Orhan Yılancı,First Quantum Minerals,,,Turkey,Rize,,,,Maden kontrol amiri,,,,,https://www.linkedin.com/in/orhan-yä±lancä±-605930208/,,,,,,,,,,
P13485,Margarita Boldashevitch,Quantum Holography,,,San Francisco,San Francisco,,,,Project Coordinator,,,,,https://www.linkedin.com/in/margarita-boldashevitch-570933145/,,,,,,,,,,
P13486,Arpitha M G,Quantum BSO,,,India,Bengaluru,,,,Associate Software QA Engineer,,,,,https://www.linkedin.com/in/arpitha-m-g-52361a229/,,,,,,,,,,
P13487,swapna pasupuleti,Teamware Solutions,,,India,Bengaluru,,,,DevOps Engineer,,,,,https://www.linkedin.com/in/swapna-pasupuleti-31379822a/,,,,,,,,,,
P13488,Ethan Smith,Institute for Quantum Computing,,,Canada,Waterloo,,,,Experimental Quantum Physics Research Assistant,,,,,https://www.linkedin.com/in/ethan-smith-8276131b4/,,,,,,,,,,
P13489,Kirill Fedorov,Walther-Meissner-Institute (WMI),,,Germany,Munich,,,,Postdoctoral Researcher,,,,,https://www.linkedin.com/in/kirill-fedorov-00110b221/,,,,,,,,,,
P13490,India Factor,Quantum Health,,,United States,Columbus,,,,Team Lead,,,,,https://www.linkedin.com/in/india-factor-53555b211/,,,,,,,,,,
P13491,Michael Pora,First Quantum Minerals,,,Zambia,Zambia,,,,Senior Supervisor - Crushing and Conveying Systems,,,,,https://www.linkedin.com/in/michael-pora-68543478/,,,,,,,,,,
P13492,Gary Ryan,First Quantum Minerals,,,Zambia,Zambia,,,,Superintendent,,,,,https://www.linkedin.com/in/gary-ryan-68a363199/,,,,,,,,,,
P13493,Keri Parker,"A Quantum Leap Tutoring Services, Inc.",,,United States,Jacksonville,,,,Director of Accounting,,,,,https://www.linkedin.com/in/keri-parker-65985a69/,,,,,,,,,,
P13494,SAMY HABIB,Quantum Automatic Systems,,,القاهرة مصر,القاهرة مصر,,,,IT Manager,,,,,https://www.linkedin.com/in/%d8%b3%d8%a7%d9%85%d9%89-%d8%ad%d8%a8%d9%8a%d8%a8-%d9%83%d9%88%d8%a7%d9%86%d8%aa%d9%88%d9%85-504a1418/,,,,,,,,,,
P13495,Sanket Khot,QUANTUM AIR & SEA LIMITED,,,India,Mumbai,,,,Assistant,,,,,https://www.linkedin.com/in/sanket-khot-680148b0/,,,,,,,,,,
P13496,rajput Digvijay,The Quantum Tech,,,India,Ahmedabad,,,,Wordpress Developer,,,,,https://www.linkedin.com/in/rajput-digvijay-7b908826b/,,,,,,,,,,
P13497,Vladimir Kramarenko,Quantum Holography,,,Ireland,Ireland,,,,Senior System Engineer,,,,,https://www.linkedin.com/in/vladimir-kramarenko-691932145/,,,,,,,,,,
P13498,Quantum CorpHealth,Quantum CorpHealth,,,India,Mumbai,,,,Diagnostic Center,,,,,https://www.linkedin.com/in/quantum-corphealth-3949b518b/,,,,,,,,,,
P13499,Marcia Malie-Harbinson,Quantum Storage Systems,,,United States,Hollywood,,,,Accounts Receivable Manager,,,,,https://www.linkedin.com/in/marcia-malie-harbinson-33748a10/,,,,,,,,,,
P13500,Mark Straubhaar,Quantum Devices Inc.,,,United States,Dodgeville,,,,Design Engineer,,,,,https://www.linkedin.com/in/mark-straubhaar-71122520/,,,,,,,,,,
P13501,ABINASH KUMAR PATRA,Quantum Computing Academy,,,Italy,Pozzuoli,,,,Student,,,,,https://www.linkedin.com/in/abinash-kumar-patra-51b177193/,,,,,,,,,,
P13502,Attila Kiss,Xstreamline Solutions LLC,,,United States,Deer Park,,,,Owner/Director of Technology,,,,,https://www.linkedin.com/in/attilakiss-xstreamline/,,,,,,,,,,
P13503,Mansi Gaur,Shigan Quantum Technologies,,,India,Gurugram,,,,Assistant Manager,,,,,https://www.linkedin.com/in/mansi-gaur-475466aa/,,,,,,,,,,
P13504,Syeda Aliya Batool,Walther-Meissner-Institute (WMI),,,Germany,Munich,,,,Research Assistant,,,,,https://www.linkedin.com/in/syeda-aliya-batool-031932220/,,,,,,,,,,
P13505,Mike Ioannou,QuantumIT,,,Melbourne,Melbourne,,,,Oracle Consultant,,,,,https://www.linkedin.com/in/mike-ioannou-3a6a7080/,,,,,,,,,,
P13506,Srihari Sivasankaran,SpeQtral,,,Singapore,Singapore,,,,Quantum Optics Engineer,,,,,https://www.linkedin.com/in/srihari-sivasankaran-99b1a628a/,,,,,,,,,,
P13507,Filip Matiovský,"QUANTUM, a.s.",,,Czechia,South Moravia,,,,Vedoucí oddělení nákupu a analýzy komodit,,,,,https://www.linkedin.com/in/filip-matiovský-5a04798b/,,,,,,,,,,
P13508,Mark Linton,CNC Flow Control (Canada),,,Canada,Edmonton,,,,Operations Manager,,,,,https://www.linkedin.com/in/mark-linton-062121140/,,,,,,,,,,
P13509,Danny Liyoka,First Quantum Minerals,,,Zambia,Zambia,,,,Supervisor Load And Haul,,,,,https://www.linkedin.com/in/danny-liyoka-66353874/,,,,,,,,,,
P13510,Hamada Zidan,Quantum Group DMCC,,,الرياض السعودية,الرياض السعودية,,,,Country Sales Manager,,,,,https://www.linkedin.com/in/hamada-zidan-195256132/,,,,,,,,,,
P13511,Howard Nosing,HG Blockchain Development,,,United States,Houston,,,,Chief Executive Officer,,,,,https://www.linkedin.com/in/howard-nosing-759159261/,,,,,,,,,,
P13512,Nicolas Blanzac,Pasqal,,,France,Palaiseau,,,,Technicien AIT,,,,,https://www.linkedin.com/in/nicolas-blanzac-b9910893/,,,,,,,,,,
P13513,Pablo González Guadalupe,Sequre Quantum,,,Chile,Chile,,,,Director de proyecto,,,,,https://www.linkedin.com/in/pablo-gonzález-guadalupe-a95ba611b/,,,,,,,,,,
P13514,Gena Toner,Quantum Services,,,United States,Manor,,,,Division Manager,,,,,https://www.linkedin.com/in/gena-toner-b06a33b8/,,,,,,,,,,
P13515,Sergey Grebnev,QApp.tech,,,Russia,Moscow City,,,,Head of applied research,,,,,https://www.linkedin.com/in/s-v-grebnev/,,,,,,,,,,
P13516,Veronica Estrada,Quantum Lending Solutions,,,United States,United States,,,,Senior Customer Service Associate,,,,,https://www.linkedin.com/in/veronica-estrada-4b978882/,,,,,,,,,,
P13517,Perwez Akhter,Quantum Asia Pvt Ltd.,,,India,Patna,,,,Senior Programmer at Quantum Asia Pvt Limited,,,,,https://www.linkedin.com/in/perwez-akhter-2b790996/,,,,,,,,,,
P13518,Kelsey Courtney,Quantum Radiology,,,United States,United States,,,,Radiologist,,,,,https://www.linkedin.com/in/kelsey-courtney-06b505191/,,,,,,,,,,
P13519,Jade Livingstone,First Quantum Minerals,,,Australia,Western Australia,,,,Personal Assistant to General Manager,,,,,https://www.linkedin.com/in/jade-livingstone-77a17486/,,,,,,,,,,
P13520,Jonathan Warren,Quantum Motion,,,United Kingdom,London,,,,Laboratory Manager,,,,,https://www.linkedin.com/in/jonathan-warren-36089879/,,,,,,,,,,
P13521,Lily Gray,QUANTUM ACOUSTICS,,,United Kingdom,United Kingdom,,,,Administrative Assistant,,,,,https://www.linkedin.com/in/lily-gray-b57b2522a/,,,,,,,,,,
P13522,Suraj Kumar,Quantum World Tele Services Pvt Ltd.,,,India,Noida,,,,Technical Recruiter,,,,,https://www.linkedin.com/in/suraj-kumar-8a0127262/,,,,,,,,,,
P13523,Dominik Piękoś,Quantum Engineering Group Sp. z o.o.,,,Poland,Cracow,,,,Kierownik projektu,,,,,https://www.linkedin.com/in/dominik-piękoś-0b40a3233/,,,,,,,,,,
P13524,Longxiang Huang,Walther-Meissner-Institute (WMI),,,Germany,Munich,,,,Research Assistant,,,,,https://www.linkedin.com/in/longxiang-huang-5b1b3b27a/,,,,,,,,,,
P13525,Manfred Glogger,Quantum Systems,,,Germany,Landsberg am Lech,,,,Leiter Montage und Testing bei Quantum-Systems GmbH,,,,,https://www.linkedin.com/in/manfred-glogger-739b422a3/,,,,,,,,,,
P13526,Charly Rubiel,"QUANTUM SEED, LLC",,,Canada,Toronto,,,,Chief Executive Officer,,,,,https://www.linkedin.com/in/charlyrubiel/,,,,,,,,,,
P13527,Trevor Brant,Brant Construction Quantum Experts,,,United Kingdom,Peterborough,,,,Chairman,,,,,https://www.linkedin.com/in/trevor-brant-00b35821/,,,,,,,,,,
P13528,Nick Cockton,PsiQuantum,,,United States,Menlo Park,,,,R&D Engineer,,,,,https://www.linkedin.com/in/nick-cockton/,,,,,,,,,,
P13529,Jo Reid,Quantum Care,,,United Kingdom,Watford,,,,Learning and Development Manager,,,,,https://www.linkedin.com/in/jo-reid-47b497a2/,,,,,,,,,,
P13530,"Malcolm Falconer HCM-R, COS",Quantum Residential,,,United States,Killeen,,,,Sr Affordable Property Manager,,,,,https://www.linkedin.com/in/malcolm-falconer-hcm-r-cos-523635189/,,,,,,,,,,
P13531,Raeesa Dhoda,QuLearnLabs,,,United States,Boston,,,,Quantum Pioneer,,,,,https://www.linkedin.com/in/raeesa-dhoda-79867630/,,,,,,,,,,
P13532,John Kelly,Quantum Cryogenics,,,United Kingdom,Crediton,,,,Service Manager,,,,,https://www.linkedin.com/in/john-kelly-b8156998/,,,,,,,,,,
P13533,Knarik Hayrapetyan,Quantum College,,,Armenia,Yerevan,,,,Volunteer,,,,,https://www.linkedin.com/in/knarik-hayrapetyan-01217632b/,,,,,,,,,,
P13534,Qingshan Wang,Max Planck Institute for the Science of Light,,,Germany,Erlangen,,,,Doctoral Student,,,,,https://www.linkedin.com/in/qingshan-wang-ba950421b/,,,,,,,,,,
P13535,Youngchun Kim,Quantum Healthcare P/L - see Quantum Health Group Limited,,,Australia,Sydney,,,,Chief Executive Officer,,,,,https://www.linkedin.com/in/youngchun-kim/,,,,,,,,,,
P13536,Daniela Faria,Atlas Quantum,,,Brazil,Franco da Rocha,,,,Secretaria Executiva,,,,,https://www.linkedin.com/in/daniela-faria-12a85b104/,,,,,,,,,,
P13537,Mia Hendley,Oxford Quantum Circuits (OQC),,,United Kingdom,United Kingdom,,,,Associate Quantum Engineer,,,,,https://www.linkedin.com/in/mia-hendley-b881a116a/,,,,,,,,,,
P13538,"Markus Nötzold, PhD",Menlo Systems,,,Germany,Brunswick,,,,Development Engineer for Ultrastable Lasers,,,,,https://www.linkedin.com/in/markus-nötzold-phd-004a97248/,,,,,,,,,,
P13539,Ilse Jakob,Quantum Design Europe,,,Deutschland,Darmstadt,,,,Executive Assistant & HR,,,,,https://www.linkedin.com/in/ilse-jakob-a389a1200/,,,,,,,,,,
P13540,Rangga Chandra Nugraha,Quantum Inventions (QI),,,Indonesia,Kota Tangerang,,,,Quality Control,,,,,https://www.linkedin.com/in/rangga-chandra-nugraha/,,,,,,,,,,
P13541,Siti Hawa Mohd Ngagipar,AECA Solutions Sdn. Bhd.,,,Malaysia,Shah Alam,,,,Surveying Engineer,,,,,https://www.linkedin.com/in/siti-hawa-mohd-ngagipar-0189281b7/,,,,,,,,,,
P13542,steven simukonda,First Quantum Minerals,,,Zambia,Solwezi,,,,Control and Instrument Supervisor,,,,,https://www.linkedin.com/in/steven-simukonda-2a6535278/,,,,,,,,,,
P13543,Ram Kumar,Quantum Business Advisory,,,India,Kolkata,,,,SAP MDM,,,,,https://www.linkedin.com/in/ram-kumar-a3b4a965/,,,,,,,,,,
P13544,Sarthak Girdhar,"Department of Physics, University of Basel",,,Switzerland,Basel,,,,Doctoral Candidate,,,,,https://www.linkedin.com/in/sarthak-girdhar-91a80b30b/,,,,,,,,,,
P13545,Andrea Costantin,Quantum Studio,,,Milan,Milan,,,,Fondatore,,,,,https://www.linkedin.com/in/andreacostantin/,,,,,,,,,,
P13546,Gerhard Luiters,First Quantum Minerals,,,South Africa,Lutzville,,,,Superintendent Hitachi Trucks,,,,,https://www.linkedin.com/in/gerhard-luiters-4a42a286/,,,,,,,,,,
P13547,Camille C.,Quantum Safety,,,Philippines,Metro Manila,,,,Scheduler,,,,,https://www.linkedin.com/in/camille-c-77b11596/,,,,,,,,,,
P13548,Virgie Lyn Fernandez,Quantum Lifecycle Partners,,,Canada,Barrie,,,,Cell Phone Technician,,,,,https://www.linkedin.com/in/virgielynfernandez/,,,,,,,,,,
P13549,Nur Shahirah Fitria Saidis,Quantum BPO Sdn Bhd,,,Malaysia,Banting,,,,Digital Marketing Intern,,,,,https://www.linkedin.com/in/fitriasaidis/,,,,,,,,,,
P13550,Nagesh NR,Quantum BSO,,,India,Bengaluru,,,,Technical Architect,,,,,https://www.linkedin.com/in/nagesh-nr/,,,,,,,,,,
P13551,parthipan saravanan,Quantum Asia Pvt Ltd.,,,India,Cuddalore,,,,Web Developer,,,,,https://www.linkedin.com/in/parthipan-saravanan-246b00204/,,,,,,,,,,
P13552,Sai Kumar Dawaleswarpu,Teamware Solutions,,,India,Vishakhapatnam,,,,Recruiter,,,,,https://www.linkedin.com/in/sai-kumar-dawaleswarpu-730925275/,,,,,,,,,,
P13553,Grama Marian,Quantum Construct SRL,,,Romania,Galaţi,,,,QHSE Manager,,,,,https://www.linkedin.com/in/grama-marian-6585bb39/,,,,,,,,,,
P13554,Hannah Herdin,Photonic Inc.,,,Canada,Surrey,,,,Research Assistant,,,,,https://www.linkedin.com/in/hannah-herdin-27761425b/,,,,,,,,,,
P13555,Reuben VanDyk,Quantum Storage Systems,,,Canada,Hamilton,,,,Shipping and Receiving Specialist,,,,,https://www.linkedin.com/in/reuben-vandyk-769927163/,,,,,,,,,,
P13556,Ritabrata Ghosh,Raman Research Institute,,,India,Bengaluru,,,,Rsearch Intern,,,,,https://www.linkedin.com/in/ritabrata-ghosh-96a7b5177/,,,,,,,,,,
P13557,Gerald Paduano,Quantum Group,,,United States,Elgin,,,,Logistics Systems Administrator,,,,,https://www.linkedin.com/in/gerald-paduano-591ba0b7/,,,,,,,,,,
